Emp_ID,First_Name,Last_Name,Full Name,Gender,State,City,Education,BirthDate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Effective_TermDate,Age
00-95044078,Michael,Norton,Michael Norton,Male,New York,New York City,Bachelor,22/06/1985,31/01/2023,30/07/2023,Operations,Logistics Coordinator,63688,Good,30/07/2023,40
00-79204468,Nathan,Sullivan,Nathan Sullivan,Male,New York,New York City,Bachelor,30/03/1982,08/08/2022,04/02/2023,Sales,Sales Consultant,83782,Good,04/02/2023,43
00-71028216,John,Terry,John Terry,Female,Ohio,Cincinnati,High School,29/02/1976,26/04/2024,23/10/2024,Operations,Inventory Specialist,63561,Needs Improvement,23/10/2024,49
00-10331931,Gabriella,Abbott,Gabriella Abbott,Male,New York,New York City,PhD,22/01/1989,11/09/2017,09/03/2018,Sales,Sales Specialist,78790,Excellent,09/03/2018,36
00-71532017,Victoria,Santos,Victoria Santos,Male,New York,New York City,Bachelor,17/06/2003,13/01/2021,12/07/2021,Sales,Sales Specialist,67947,Needs Improvement,12/07/2021,22
00-18500100,Clayton,Gray,Clayton Gray,Female,New York,New York City,Bachelor,24/07/1989,03/08/2017,30/01/2018,Sales,Sales Consultant,74475,Good,30/01/2018,35
00-67665720,Thomas,Walsh,Thomas Walsh,Male,New York,New York City,Bachelor,15/07/1980,30/09/2017,28/03/2018,Customer Service,Support Specialist,63322,Good,28/03/2018,44
00-53334226,George,Porter,George Porter,Male,New York,New York City,PhD,28/08/1988,18/06/2023,15/12/2023,Sales,Sales Specialist,65014,Excellent,15/12/2023,36
00-87568940,Deanna,Rivera,Deanna Rivera,Male,North Carolina,Greensboro,PhD,20/06/1966,30/11/2017,08/03/2019,Customer Service,Customer Service Manager,67049,Excellent,08/03/2019,59
00-56135950,Terri,Jacobson,Terri Jacobson,Female,Illinois,Chicago,Bachelor,11/02/1975,23/12/2023,20/06/2024,Operations,Logistics Coordinator,65761,Satisfactory,20/06/2024,50
00-23364695,Brad,Lewis,Brad Lewis,Male,New York,New York City,Bachelor,08/07/1977,04/12/2021,02/06/2022,Customer Service,Customer Service Representative,68751,Good,02/06/2022,47
00-26674831,Heather,Knight,Heather Knight,Male,Pennsylvania,Pittsburgh,Bachelor,23/10/1975,15/04/2024,12/10/2024,Operations,Inventory Specialist,62465,Satisfactory,12/10/2024,49
00-71272827,Brandon,Jones,Brandon Jones,Male,New York,New York City,Master,26/11/2003,26/12/2015,23/01/2023,Sales,Sales Specialist,58102,Excellent,23/01/2023,21
00-27705074,Juan,Daniels,Juan Daniels,Female,New York,New York City,Bachelor,23/01/2004,13/09/2017,11/03/2018,Operations,Logistics Coordinator,57789,Needs Improvement,11/03/2018,21
00-46778269,Antonio,Mcfarland,Antonio Mcfarland,Female,New York,New York City,Bachelor,23/12/1978,02/05/2016,24/04/2024,IT,IT Support Specialist,62995,Satisfactory,24/04/2024,46
00-21062296,Alexis,Clark,Alexis Clark,Male,New York,New York City,Bachelor,12/02/2000,25/02/2018,24/08/2018,Marketing,Marketing Coordinator,74615,Good,24/08/2018,25
00-16950770,Karen,Marquez,Karen Marquez,Female,New York,New York City,Master,19/05/2000,04/06/2019,01/12/2019,Sales,Sales Specialist,83426,Good,01/12/2019,25
00-41426254,Sarah,Evans,Sarah Evans,Female,New York,New York City,Bachelor,12/11/1996,08/08/2019,15/12/2024,Operations,Operations Analyst,83222,Good,15/12/2024,28
00-22775337,John,Davenport,John Davenport,Female,Pennsylvania,Allentown,Bachelor,03/06/1981,01/06/2015,21/07/2021,Operations,Logistics Coordinator,57215,Good,21/07/2021,44
00-27810664,Erica,Fernandez,Erica Fernandez,Male,New York,New York City,Bachelor,22/10/2003,29/05/2020,11/06/2021,Operations,Inventory Specialist,59469,Good,11/06/2021,21
00-69735865,Karla,Taylor,Karla Taylor,Female,New York,New York City,High School,24/01/1989,25/09/2015,11/04/2018,HR,Recruiter,73592,Needs Improvement,11/04/2018,36
00-26185823,Jennifer,Mason,Jennifer Mason,Male,Michigan,Warren,Master,10/04/1986,14/05/2024,10/11/2024,Sales,Sales Specialist,68928,Excellent,10/11/2024,39
00-27740248,Brian,Kim,Brian Kim,Female,Pennsylvania,Pittsburgh,Bachelor,26/11/1980,22/11/2019,23/08/2022,Customer Service,Help Desk Technician,76265,Good,23/08/2022,44
00-21989814,Charles,Jacobs,Charles Jacobs,Male,New York,New York City,Bachelor,25/01/1983,27/08/2022,23/02/2023,Customer Service,Support Specialist,62667,Satisfactory,23/02/2023,42
00-52057323,Stephanie,Sanders,Stephanie Sanders,Male,Michigan,Grand Rapids,Bachelor,07/11/1983,28/10/2018,09/06/2020,Sales,Sales Specialist,76384,Good,09/06/2020,41
00-61367949,Mark,Walters,Mark Walters,Female,Michigan,Detroit,Bachelor,12/08/1976,01/11/2023,29/04/2024,Operations,Logistics Coordinator,55791,Satisfactory,29/04/2024,48
00-29173414,Victoria,Henry,Victoria Henry,Female,Michigan,Warren,Master,02/10/2002,18/05/2016,09/12/2024,IT,Software Developer,94458,Excellent,09/12/2024,22
00-91915661,Angela,Bennett,Angela Bennett,Male,New York,New York City,High School,28/08/1983,14/03/2022,10/09/2022,Operations,Inventory Specialist,59258,Needs Improvement,10/09/2022,41
00-38595818,Erin,Guerrero,Erin Guerrero,Female,North Carolina,Raleigh,Bachelor,16/07/1967,03/02/2021,02/08/2021,Operations,Operations Analyst,58109,Satisfactory,02/08/2021,57
00-92688322,Kelsey,Phillips,Kelsey Phillips,Male,New York,New York City,Bachelor,22/07/1969,06/04/2022,03/10/2022,IT,IT Support Specialist,59579,Satisfactory,03/10/2022,55
00-23484199,Jennifer,Miller,Jennifer Miller,Male,Ohio,Cincinnati,Bachelor,10/08/1971,01/03/2017,26/05/2021,Sales,Sales Representative,76734,Satisfactory,26/05/2021,53
00-61543890,Norman,Bowers,Norman Bowers,Male,New York,New York City,Bachelor,14/02/1981,01/03/2018,15/11/2020,Sales,Sales Specialist,77985,Good,15/11/2020,44
00-28767690,Jodi,Stewart,Jodi Stewart,Female,Michigan,Grand Rapids,Bachelor,29/11/1981,11/02/2017,,Sales,Sales Representative,74726,Satisfactory,22/06/2025,43
00-43308414,Christopher,Hahn,Christopher Hahn,Male,Michigan,Warren,High School,11/07/1988,21/06/2020,21/03/2023,Customer Service,Customer Service Representative,66529,Needs Improvement,21/03/2023,36
00-91549765,Michael,Nelson,Michael Nelson,Male,New York,New York City,Bachelor,20/12/1981,21/02/2017,20/08/2017,Sales,Sales Representative,67819,Good,20/08/2017,43
00-98369672,Christopher,Jordan,Christopher Jordan,Female,New York,New York City,Bachelor,10/10/1966,05/08/2017,01/02/2018,Finance,Accountant,59461,Excellent,01/02/2018,58
00-91460345,Angela,Russell,Angela Russell,Female,New York,New York City,High School,07/01/1964,11/01/2020,09/07/2020,IT,IT Support Specialist,60402,Excellent,09/07/2020,61
00-49666982,Christopher,Spencer,Christopher Spencer,Female,Virginia,Richmond,Bachelor,24/07/1975,20/08/2021,28/01/2023,IT,IT Support Specialist,55994,Excellent,28/01/2023,49
00-61792685,Carly,Nguyen,Carly Nguyen,Female,Michigan,Detroit,Bachelor,21/06/1976,29/05/2016,06/04/2024,Finance,Accounts Payable Specialist,54791,Good,06/04/2024,49
00-89715904,Alexander,Gutierrez,Alexander Gutierrez,Female,Ohio,Cleveland,Bachelor,27/04/1971,29/10/2016,27/04/2017,Operations,Logistics Coordinator,64308,Satisfactory,27/04/2017,54
00-52476240,Christopher,Santana,Christopher Santana,Male,New York,New York City,Bachelor,17/07/1961,18/12/2017,16/06/2018,Operations,Inventory Specialist,64044,Good,16/06/2018,63
00-59044830,Victoria,Sanchez,Victoria Sanchez,Male,Michigan,Detroit,High School,19/10/1974,21/07/2020,05/05/2024,Operations,Inventory Specialist,61578,Needs Improvement,05/05/2024,50
00-73218512,Gavin,James,Gavin James,Male,Illinois,Chicago,Master,07/04/1977,23/02/2024,21/08/2024,IT,Software Developer,73871,Good,21/08/2024,48
00-88834594,Joseph,Adams,Joseph Adams,Male,New York,New York City,PhD,26/01/1997,26/02/2016,04/09/2018,Sales,Sales Specialist,76777,Excellent,04/09/2018,28
00-15345470,Bryan,Hamilton,Bryan Hamilton,Female,New York,New York City,Bachelor,11/12/1991,12/06/2024,09/12/2024,Customer Service,Customer Service Representative,57457,Good,09/12/2024,33
00-48451741,Kevin,Patton,Kevin Patton,Female,Pennsylvania,Philadelphia,High School,28/02/1998,21/05/2021,08/02/2024,Operations,Inventory Specialist,60551,Needs Improvement,08/02/2024,27
00-65758338,Johnathan,Wright,Johnathan Wright,Male,New York,New York City,Bachelor,12/09/1991,31/08/2019,29/05/2024,Operations,Logistics Coordinator,61458,Excellent,29/05/2024,33
00-95971459,Tyler,Jensen,Tyler Jensen,Male,New York,New York City,Bachelor,31/01/1978,26/06/2020,23/12/2020,Operations,Logistics Coordinator,74903,Satisfactory,23/12/2020,47
00-47241089,Daniel,Torres,Daniel Torres,Male,New York,New York City,Bachelor,10/12/1996,02/06/2016,29/11/2016,Sales,Sales Specialist,66450,Good,29/11/2016,28
00-37272705,Martin,Oliver,Martin Oliver,Male,New York,New York City,Bachelor,14/10/1995,08/11/2018,07/05/2019,Marketing,Content Creator,60027,Satisfactory,07/05/2019,29
00-53855682,Michelle,Alexander,Michelle Alexander,Male,New York,New York City,High School,01/11/1987,17/06/2019,18/01/2020,IT,IT Support Specialist,61785,Needs Improvement,18/01/2020,37
00-97219985,Lisa,Villarreal,Lisa Villarreal,Male,New York,New York City,Bachelor,18/08/1979,19/08/2022,27/10/2023,Marketing,Marketing Coordinator,77437,Satisfactory,27/10/2023,45
00-68718382,Derek,Flores,Derek Flores,Female,New York,New York City,PhD,13/05/1992,28/09/2022,04/05/2024,Finance,Financial Analyst,82977,Excellent,04/05/2024,33
00-42813517,James,Edwards,James Edwards,Female,North Carolina,Greensboro,Bachelor,04/12/1983,03/06/2016,30/12/2017,Operations,Logistics Coordinator,55177,Good,30/12/2017,41
00-70850538,Tanya,Carter,Tanya Carter,Male,New York,New York City,PhD,26/06/1989,27/09/2021,26/03/2022,Sales,Sales Consultant,84520,Excellent,26/03/2022,36
00-99399687,Cynthia,Faulkner,Cynthia Faulkner,Male,Pennsylvania,Philadelphia,High School,26/06/1998,31/10/2022,29/04/2023,Operations,Inventory Specialist,58264,Needs Improvement,29/04/2023,27
00-26031369,John,Bennett,John Bennett,Female,Illinois,Naperville,Bachelor,13/09/1959,14/11/2015,08/07/2021,Operations,Inventory Specialist,59625,Good,08/07/2021,65
00-11523452,Kristi,Diaz,Kristi Diaz,Female,New York,New York City,Master,17/04/1984,28/12/2017,26/06/2021,IT,Software Developer,94351,Good,26/06/2021,41
00-79420474,Anne,Vargas,Anne Vargas,Female,New York,New York City,Bachelor,23/07/1986,31/07/2017,27/01/2018,Customer Service,Customer Service Representative,54248,Needs Improvement,27/01/2018,38
00-32409388,Hector,Saunders,Hector Saunders,Male,New York,New York City,Master,15/01/1970,11/01/2018,20/08/2018,Sales,Sales Specialist,85379,Good,20/08/2018,55
00-46072958,Stephanie,Murray,Stephanie Murray,Male,New York,New York City,PhD,23/09/1994,03/10/2022,01/04/2023,IT,IT Manager,120635,Excellent,01/04/2023,30
00-13940129,Jason,Salinas,Jason Salinas,Male,New York,New York City,Bachelor,07/08/1990,19/11/2018,18/03/2022,Finance,Accountant,65005,Needs Improvement,18/03/2022,34
00-80310522,Heather,Fuentes,Heather Fuentes,Female,New York,New York City,Bachelor,02/06/1977,05/11/2016,19/01/2018,Operations,Logistics Coordinator,56923,Excellent,19/01/2018,48
00-94226031,Laura,Chambers,Laura Chambers,Female,North Carolina,Charlotte,Bachelor,09/06/1987,24/02/2016,21/01/2017,Operations,Logistics Coordinator,55231,Satisfactory,21/01/2017,38
00-58335011,Cynthia,Allen,Cynthia Allen,Male,Pennsylvania,Allentown,Bachelor,05/06/1984,12/09/2016,30/07/2017,Operations,Logistics Coordinator,67786,Good,30/07/2017,41
00-59350218,Eric,Henderson,Eric Henderson,Female,New York,New York City,Master,24/05/1991,27/05/2017,28/02/2023,Sales,Sales Manager,107510,Excellent,28/02/2023,34
00-25479814,Charles,Ewing,Charles Ewing,Female,New York,New York City,High School,10/03/1995,06/07/2017,02/01/2018,Customer Service,Customer Service Representative,56546,Needs Improvement,02/01/2018,30
00-15910667,Brandi,Ferguson,Brandi Ferguson,Male,New York,New York City,Bachelor,28/08/2000,25/12/2017,22/06/2018,Sales,Sales Consultant,89077,Good,22/06/2018,24
00-16171536,Samantha,Holt,Samantha Holt,Male,New York,New York City,Bachelor,17/11/1980,31/07/2019,07/02/2020,Operations,Logistics Coordinator,68156,Satisfactory,07/02/2020,44
00-34019729,Benjamin,Schmitt,Benjamin Schmitt,Male,New York,New York City,Bachelor,11/04/1960,29/09/2018,28/03/2019,Operations,Logistics Coordinator,68783,Good,28/03/2019,65
00-98007006,Paula,Herrera,Paula Herrera,Female,Virginia,Richmond,Master,02/10/1977,05/09/2019,03/03/2020,IT,Software Developer,88303,Excellent,03/03/2020,47
00-65869014,Robin,Rodriguez,Robin Rodriguez,Male,New York,New York City,Bachelor,20/03/2004,06/04/2024,03/10/2024,Finance,Accountant,75078,Satisfactory,03/10/2024,21
00-20453825,Diane,Kelly,Diane Kelly,Male,Illinois,Aurora,Bachelor,12/05/1999,08/09/2020,07/03/2021,Finance,Financial Analyst,80435,Satisfactory,07/03/2021,26
00-17069536,Cheyenne,Hart,Cheyenne Hart,Male,New York,New York City,Bachelor,28/08/2002,08/09/2017,04/07/2021,Operations,Logistics Coordinator,63585,Excellent,04/07/2021,22
00-63811222,Erica,Ross,Erica Ross,Female,New York,New York City,High School,01/01/1984,19/10/2016,16/10/2023,Operations,Inventory Specialist,54994,Needs Improvement,16/10/2023,41
00-47890586,Martin,Hogan,Martin Hogan,Male,New York,New York City,Bachelor,12/03/1984,11/02/2023,10/08/2023,Marketing,Content Creator,68828,Excellent,10/08/2023,41
00-21594468,Alex,Green,Alex Green,Male,New York,New York City,Bachelor,19/12/1977,17/07/2020,28/08/2024,Operations,Inventory Specialist,68994,Satisfactory,28/08/2024,47
00-36933626,Julie,Grant,Julie Grant,Female,Michigan,Detroit,PhD,30/12/1993,25/09/2017,20/07/2019,Sales,Sales Specialist,64736,Excellent,20/07/2019,31
00-93579731,Barbara,Griffin,Barbara Griffin,Male,Pennsylvania,Pittsburgh,Bachelor,12/05/1995,01/06/2017,26/02/2024,Operations,Inventory Specialist,62922,Excellent,26/02/2024,30
00-76217748,Steven,Frazier,Steven Frazier,Male,Ohio,Columbus,Bachelor,19/02/1995,25/09/2018,24/03/2019,Customer Service,Customer Service Representative,67268,Needs Improvement,24/03/2019,30
00-83357939,Vincent,Cooper,Vincent Cooper,Female,New York,New York City,Bachelor,21/07/2000,10/01/2022,09/07/2022,HR,HR Coordinator,57402,Good,09/07/2022,24
00-10856024,Timothy,Phillips,Timothy Phillips,Male,Virginia,Richmond,Bachelor,29/04/2002,23/12/2018,21/06/2019,Operations,Inventory Specialist,61322,Excellent,21/06/2019,23
00-82684966,Suzanne,Wilson,Suzanne Wilson,Male,Michigan,Grand Rapids,Bachelor,27/08/1982,11/10/2018,09/04/2019,Operations,Inventory Specialist,59023,Good,09/04/2019,42
00-54965270,Donald,Collins,Donald Collins,Female,North Carolina,Charlotte,High School,22/02/1992,26/06/2015,08/05/2018,Operations,Inventory Specialist,60768,Needs Improvement,08/05/2018,33
00-51273379,Kristen,Boyd,Kristen Boyd,Female,New York,New York City,Bachelor,19/02/1961,15/05/2016,05/12/2024,Operations,Logistics Coordinator,59658,Good,05/12/2024,64
00-66346728,Thomas,Kim,Thomas Kim,Male,New York,New York City,High School,22/06/1976,27/09/2020,26/03/2021,IT,IT Support Specialist,60654,Excellent,26/03/2021,49
00-47557512,Shaun,Jones,Shaun Jones,Female,New York,New York City,Bachelor,13/08/1969,18/01/2016,17/02/2020,Customer Service,Help Desk Technician,58869,Good,17/02/2020,55
00-79760901,Lisa,Wilson,Lisa Wilson,Male,New York,New York City,Bachelor,19/07/1976,26/11/2019,22/11/2023,Sales,Sales Representative,84224,Satisfactory,22/11/2023,48
00-21395409,Matthew,Rodriguez,Matthew Rodriguez,Male,New York,New York City,Bachelor,02/09/1962,06/11/2020,17/03/2022,Customer Service,Support Specialist,76724,Good,17/03/2022,62
00-95525640,Frank,Riggs,Frank Riggs,Male,Michigan,Grand Rapids,Bachelor,10/11/1990,05/04/2023,02/10/2023,Operations,Operations Analyst,72364,Satisfactory,02/10/2023,34
00-86211608,Zachary,Arnold,Zachary Arnold,Female,New York,New York City,Bachelor,05/10/2002,08/05/2016,12/12/2024,Sales,Sales Representative,64491,Good,12/12/2024,22
00-41778964,Anita,Mullen,Anita Mullen,Male,New York,New York City,Bachelor,12/01/1971,01/04/2017,28/09/2017,Customer Service,Customer Service Representative,64668,Satisfactory,28/09/2017,54
00-62741214,Lauren,Soto,Lauren Soto,Male,Pennsylvania,Allentown,High School,04/02/2002,14/03/2022,10/09/2022,Customer Service,Customer Service Representative,59413,Needs Improvement,10/09/2022,23
00-52688984,Danielle,Reynolds,Danielle Reynolds,Female,New York,New York City,Bachelor,23/01/1994,12/01/2019,11/07/2019,Operations,Logistics Coordinator,61056,Good,11/07/2019,31
00-37207628,Jo,Ware,Jo Ware,Female,New York,New York City,Bachelor,06/12/1973,24/06/2017,16/01/2018,Operations,Operations Analyst,74120,Good,16/01/2018,51
00-30858851,Brittany,Price,Brittany Price,Female,New York,New York City,High School,20/04/1971,30/09/2016,13/08/2021,IT,IT Support Specialist,56337,Excellent,13/08/2021,54
00-52148834,Jason,Ramirez,Jason Ramirez,Female,New York,New York City,Bachelor,19/10/1999,01/10/2019,27/07/2021,Operations,Inventory Specialist,59142,Good,27/07/2021,25
00-37868462,Lindsey,Brown,Lindsey Brown,Male,Michigan,Grand Rapids,Bachelor,19/10/1990,09/02/2019,22/02/2020,Operations,Logistics Coordinator,67180,Good,22/02/2020,34
00-26094525,Lauren,Herrera,Lauren Herrera,Female,Michigan,Warren,High School,17/01/1995,22/05/2016,19/03/2020,Customer Service,Customer Service Representative,60177,Excellent,19/03/2020,30
00-90973889,Mark,Ellis,Mark Ellis,Male,Michigan,Detroit,Bachelor,14/08/1982,12/04/2015,28/03/2017,IT,IT Support Specialist,68661,Satisfactory,28/03/2017,42
00-22242388,Emily,Burns,Emily Burns,Male,New York,New York City,Bachelor,13/07/1970,06/09/2022,05/03/2023,Operations,Operations Analyst,81510,Satisfactory,05/03/2023,54
00-78915391,Lawrence,Price,Lawrence Price,Female,New York,New York City,Bachelor,26/11/1973,02/06/2015,05/10/2021,Operations,Operations Analyst,83267,Excellent,05/10/2021,51
00-33336132,Brenda,Bailey,Brenda Bailey,Female,New York,New York City,Bachelor,14/03/2003,25/11/2015,29/11/2022,Operations,Inventory Specialist,61566,Needs Improvement,29/11/2022,22
00-70693413,Stephen,Thompson,Stephen Thompson,Female,New York,New York City,Master,18/12/1987,18/09/2020,17/03/2021,IT,Software Developer,96890,Excellent,17/03/2021,37
00-22713811,Janice,Evans,Janice Evans,Female,Michigan,Grand Rapids,Bachelor,26/02/2002,27/08/2019,02/12/2023,Operations,Operations Manager,85260,Good,02/12/2023,23
00-11604831,Brittany,Powers,Brittany Powers,Male,New York,New York City,Bachelor,02/09/1996,01/05/2016,30/12/2021,Customer Service,Help Desk Technician,92489,Good,30/12/2021,28
00-36592965,David,Torres,David Torres,Male,Michigan,Detroit,Bachelor,04/07/1981,13/03/2023,09/09/2023,IT,Software Developer,94069,Needs Improvement,09/09/2023,43
00-94597104,Nathaniel,Thomas,Nathaniel Thomas,Female,North Carolina,Raleigh,Master,01/12/1959,30/05/2024,26/11/2024,Operations,Operations Analyst,86995,Good,26/11/2024,65
00-88667527,Robert,Taylor,Robert Taylor,Female,North Carolina,Charlotte,Bachelor,04/02/1982,30/05/2017,06/07/2022,Sales,Sales Representative,72745,Excellent,06/07/2022,43
00-18653290,Rodney,Tucker,Rodney Tucker,Female,New York,New York City,Bachelor,26/12/1998,28/07/2017,24/01/2018,Sales,Sales Specialist,61665,Good,24/01/2018,26
